emissions,reading_date
0.191323,2026-01-03
0.215333,2026-01-07
0.228761,2025-10-30
0.227508,2025-10-13
0.125910,2025-11-05
0.469451,2025-12-05
0.096862,2025-09-20
0.445441,2025-08-20
0.221580,2025-12-20
0.208989,2025-11-24
0.429210,2025-09-02
0.442638,2025-09-30
0.492907,2025-12-08
0.247869,2025-09-18
0.365405,2025-12-12
0.210836,2026-01-30
0.481952,2025-10-12
0.129764,2025-08-30
0.206699,2025-12-19
0.035042,2025-11-16
0.498246,2026-01-06
0.183424,2026-01-22
0.322013,2025-09-18
0.472418,2025-11-03
0.137650,2025-12-02
0.161886,2025-09-11
0.000747,2025-09-11
0.498368,2026-01-16
0.058816,2025-12-19
0.371857,2025-12-03
0.289063,2025-12-12
0.421331,2025-11-09
0.179621,2025-08-23
0.174205,2026-01-31
0.058365,2025-08-30
0.494335,2025-10-25
0.454710,2025-11-05
0.054136,2026-01-02
0.199181,2026-02-11
0.001515,2025-10-21
0.435409,2025-09-24
0.310451,2025-12-08
0.114967,2025-11-22
0.418125,2025-10-01
0.264912,2026-01-20
0.173484,2025-09-24
0.380734,2025-09-21
0.338095,2025-12-04
0.129953,2025-09-16
0.134069,2025-11-01
0.470397,2026-01-27
0.019380,2025-10-06
0.402783,2026-02-11
0.117911,2025-12-22
0.026001,2025-12-24
0.203006,2025-11-07
0.499235,2026-01-03
0.462150,2025-11-03
0.127729,2025-12-02
0.349925,2025-08-27
0.234792,2025-12-21
0.075840,2025-10-01
0.453812,2025-11-01
0.426966,2025-11-28
0.337028,2025-12-29
0.337308,2025-12-29
0.063441,2026-01-18
0.123913,2025-10-03
0.064682,2025-10-03
0.116999,2025-12-23
0.198297,2025-09-11
0.344214,2025-11-27
0.393797,2025-11-06
0.236241,2025-12-27
0.261194,2025-11-09
0.233152,2025-12-19
0.209774,2025-10-01
0.296612,2025-12-30
0.421007,2025-08-23
0.079872,2025-11-29
0.392719,2025-10-15
0.113742,2026-01-24
0.132375,2025-12-24
0.176300,2026-01-30
0.381212,2025-12-17
0.048052,2026-01-22
0.252526,2026-01-31
0.244936,2025-11-02
0.412484,2025-09-17
0.215023,2025-11-22
0.447770,2025-09-12
0.180912,2025-08-30
0.117465,2025-10-06
0.240684,2025-11-11
0.153170,2026-01-15
0.378017,2025-09-13
0.276631,2025-10-25
0.086446,2025-08-30
0.347605,2025-10-27
0.268076,2025-11-16
0.313400,2026-01-01
0.447122,2026-01-04
0.455765,2025-09-19
0.372771,2025-12-19
0.069169,2025-12-08
0.457149,2026-01-12
0.363274,2025-11-06
0.106342,2025-10-04
0.033510,2026-01-19
0.096261,2025-09-23
0.338494,2025-09-10
0.205675,2025-10-30
0.005630,2026-02-01
0.001098,2025-09-18
0.009080,2025-09-11
0.421676,2025-09-07
0.349876,2025-09-16
0.292360,2025-12-28
0.016443,2025-08-19
0.467367,2025-09-20
0.070732,2025-12-16
0.439444,2025-12-21
0.214076,2025-09-26
0.173402,2025-10-24
0.499377,2026-01-13
0.039583,2025-12-26
0.214764,2025-08-30
0.390143,2025-09-25
0.027077,2026-02-04
0.148612,2025-08-19
0.247280,2026-01-25
0.148887,2025-11-19
0.253025,2025-12-07
0.398680,2025-10-14
0.360239,2025-08-31
0.445920,2025-08-25
0.385233,2025-12-12
0.145960,2025-12-03
0.390018,2025-12-15
0.268925,2025-09-09
0.285877,2025-10-01
0.149551,2025-12-28
0.068831,2026-02-01
0.350235,2025-08-27
0.289826,2025-12-03
0.255359,2026-01-30
0.029543,2025-12-16
0.476650,2025-09-06
0.188778,2025-12-11
0.104934,2025-09-19
0.283463,2025-12-11
0.325723,2025-11-05
0.269765,2025-12-07
0.268149,2025-09-06
0.366968,2025-08-26
0.218510,2025-12-17
0.474606,2025-11-01
0.353018,2025-09-25
0.370836,2025-08-25
0.139789,2025-08-30
0.218650,2025-10-09
0.212928,2025-09-13
0.007219,2026-01-05
0.022358,2025-11-12
0.131157,2025-10-19
0.164599,2025-12-17
0.394661,2026-01-16
0.058913,2025-10-21
0.173960,2025-09-10
0.420524,2025-10-26
0.467682,2025-10-27
0.095250,2025-09-02
0.447408,2025-11-18
0.025290,2025-12-19
0.305580,2025-10-10
0.230281,2025-10-28
0.454548,2026-01-07
0.405529,2025-08-28
0.269028,2025-08-18
0.021982,2025-11-29
0.271420,2025-10-17
0.234427,2025-10-14
0.096408,2025-11-06
0.311574,2025-12-28
0.014204,2025-11-06
0.360193,2026-01-27
0.194348,2025-10-26
0.473054,2026-01-07
0.368572,2026-01-23
0.365899,2026-01-03
0.485665,2025-11-19
0.278214,2026-01-23
0.497295,2026-02-04
0.172754,2025-12-06
0.327778,2025-09-08
0.304725,2025-10-23
0.140029,2025-12-07
0.074323,2025-10-16
0.392463,2026-01-22
0.143268,2025-10-22
0.484057,2025-11-02
0.300934,2025-08-29
0.094999,2026-02-10
0.385350,2026-01-25
0.173245,2025-10-11
0.173129,2025-12-13
0.452449,2025-08-23
0.429919,2025-11-09
0.037663,2025-09-21
0.367502,2026-01-24
0.033323,2025-08-25
0.150118,2025-09-07
0.439645,2026-01-07
0.483718,2025-11-20
0.373893,2025-08-29
0.395494,2025-12-01
0.141937,2025-09-08
0.392236,2026-01-10
0.412930,2025-08-30
0.336750,2025-08-29
0.103074,2026-01-13
0.340911,2026-01-07
0.128858,2025-10-16
0.160625,2025-09-11
0.150347,2025-10-16
0.187532,2025-10-22
0.124789,2025-10-05
0.166274,2025-10-09
0.386718,2025-12-22
0.359188,2026-01-08
0.482717,2025-09-01
0.415500,2026-01-07
0.165488,2025-12-27
0.116882,2025-10-27
0.196739,2026-01-12
0.477891,2025-10-03
0.186156,2025-08-17
0.020879,2025-12-24
0.371645,2025-10-02
0.058040,2025-10-04
0.011650,2025-08-19
0.302669,2025-10-08
0.344918,2026-02-11
0.461501,2025-09-03
0.250890,2025-12-01
0.111561,2025-09-26
0.163118,2025-11-17
0.024877,2025-11-03
0.059636,2025-09-06
0.481159,2025-11-05
0.462415,2025-09-02
0.178416,2025-10-28
0.229066,2026-01-19
0.141456,2025-10-15
0.148413,2026-02-06
0.037676,2025-11-06
0.213683,2026-02-09
0.365581,2025-12-27
0.303488,2026-01-13
0.182503,2026-01-03
0.209506,2026-02-02
0.417414,2025-11-30
0.023955,2025-09-30
0.414855,2025-10-08
0.386759,2026-01-31
0.257558,2025-10-15
0.255326,2025-09-01
0.182257,2025-09-14
0.004621,2025-12-23
0.358183,2025-09-09
0.343839,2025-10-17
0.289068,2025-10-07
0.034319,2025-11-13
0.100082,2025-10-23
0.243855,2025-10-11
0.195883,2025-11-07
0.395233,2025-09-12
0.089077,2025-08-23
0.381788,2025-12-31
0.440775,2025-11-11
0.322341,2025-08-25
0.063835,2025-11-22
0.339828,2025-08-19
0.454915,2025-09-26
0.141051,2026-01-08
0.030082,2025-09-06
0.269057,2025-10-02
0.238528,2025-11-17
0.431955,2025-09-13
0.121268,2025-08-30
0.403276,2025-12-21
0.279969,2025-12-06
0.442781,2025-10-14
0.292099,2025-10-10
0.294294,2025-10-11
0.132294,2025-12-22
0.197667,2025-09-21
0.083754,2025-08-24
0.328604,2026-01-05
0.462891,2025-10-10
0.489460,2025-10-27
0.427665,2025-11-20
0.374712,2025-10-26
0.266089,2025-08-27
0.106435,2025-09-25
0.157774,2025-12-29
0.469906,2025-10-25
0.277294,2026-01-10
0.224438,2025-11-09
0.476353,2026-01-24
0.416728,2026-02-04
0.140620,2025-10-08
0.005223,2025-10-25
0.078785,2025-09-19
0.006556,2025-12-24
0.004392,2025-10-12
0.296989,2025-12-04
0.305119,2025-09-17
0.034957,2025-10-13
0.282927,2025-12-08
0.285805,2025-09-11
0.314434,2026-02-05
0.195022,2025-12-10
0.262249,2025-12-11
0.440123,2026-01-31
0.311499,2025-09-03
0.014445,2026-01-03
0.371823,2025-12-23
0.457186,2025-09-20
0.163679,2025-09-29
0.024143,2025-09-15
0.008944,2026-01-22
0.021260,2026-01-21
0.329380,2026-01-07
0.058729,2025-11-01
0.106724,2025-10-14
0.382330,2025-12-11
0.347688,2025-12-17
0.477812,2026-02-04
0.006405,2026-01-05
0.496103,2026-02-10
0.488843,2025-09-30
0.063475,2025-11-24
0.304049,2026-01-14
0.269988,2025-12-21
0.288427,2025-11-01
0.017087,2025-08-30
0.454219,2025-11-29
0.005252,2025-12-21
0.468416,2025-09-25
0.208030,2025-12-16
0.104382,2025-09-13
0.497826,2025-10-21
0.304217,2025-10-31
0.368988,2025-08-29
0.333666,2026-01-25
0.066271,2025-10-09
0.210880,2025-11-21
0.298129,2025-09-01
0.456256,2025-11-08
0.341197,2025-10-02
0.431893,2025-10-01
0.297187,2025-11-17
0.471153,2026-01-14
0.416510,2025-09-20
0.478988,2025-10-10
0.174114,2026-01-27
0.256530,2025-08-17
0.267951,2025-11-25
0.272497,2025-10-07
0.220922,2025-12-02
0.384483,2025-10-21
0.246417,2025-10-21
0.155261,2025-10-25
0.178049,2025-09-11
0.343711,2025-08-22
0.251715,2025-09-16
0.159130,2025-10-24
0.096708,2026-01-01
0.087879,2026-01-09
0.132048,2025-11-12
0.375702,2026-01-08
0.302570,2025-11-06
0.480591,2025-09-03
0.004821,2026-01-18
0.125744,2025-08-20
0.463967,2025-11-12
0.155867,2026-01-08
0.496524,2026-02-12
0.226638,2026-01-26
0.181069,2025-10-09
0.034700,2025-11-16
0.057199,2025-11-30
0.035257,2025-12-13
0.362568,2026-01-07
0.077242,2026-01-06
0.278206,2025-08-23
0.346479,2025-11-06
0.462905,2025-11-23
0.289356,2025-09-14
0.008534,2025-11-27
0.114243,2026-02-06
0.326318,2025-09-24
0.033972,2025-11-19
0.162571,2025-12-10
0.347178,2026-01-09
0.093999,2025-11-04
0.401308,2025-09-04
0.030666,2025-08-21
0.047328,2026-01-29
0.497982,2025-12-15
0.242013,2026-01-07
0.451679,2025-08-19
0.461425,2026-01-31
0.085512,2025-10-01
0.316063,2025-12-16
0.333960,2025-10-05
0.024061,2025-08-22
0.255429,2025-12-31
0.321579,2025-09-11
0.264381,2025-12-11
0.421195,2026-02-07
0.444235,2025-09-15
0.078216,2025-09-21
0.236133,2026-01-17
0.423749,2025-12-24
0.042644,2026-01-12
0.265836,2025-11-26
0.295715,2025-09-25
0.021679,2025-08-30
0.365219,2026-02-06
0.107854,2025-09-27
0.070556,2026-01-23
0.018448,2026-01-17
0.084426,2025-08-25
0.127906,2025-12-05
0.410328,2026-01-28
0.090398,2026-02-11
0.356704,2025-11-16
0.318807,2025-12-14
0.397822,2026-01-19
0.212690,2025-09-02
0.234472,2025-11-23
0.458594,2025-11-09
0.296264,2026-02-04
0.300196,2025-12-18
0.014917,2025-08-21
0.246059,2026-01-13
0.168024,2026-01-02
0.100881,2025-10-06
0.266413,2025-08-24
0.038408,2025-12-09
0.118223,2026-02-12
0.103504,2026-02-01
0.001722,2025-11-23
0.458522,2025-12-15
0.171495,2025-12-20
0.015401,2025-08-27
0.159838,2025-09-27
0.216037,2026-01-07
0.026097,2025-09-09
0.160551,2025-11-11
0.055117,2025-09-09
0.072539,2025-08-21
0.488393,2025-09-28
0.266558,2025-10-05
0.343377,2025-12-25
0.217626,2025-12-18
0.089136,2025-10-31
0.021650,2025-12-21
0.004965,2025-10-05
0.135168,2025-11-25
0.390315,2026-02-12
0.354023,2025-09-24
0.493959,2025-11-20
0.278484,2025-11-02
0.348947,2025-11-22
0.020790,2025-10-24
0.044657,2025-11-18
0.027070,2025-10-20
0.104177,2026-01-24
0.297124,2025-11-17
0.059732,2025-11-07
0.445078,2025-11-14
0.071162,2026-02-07
0.489528,2025-12-27
0.283141,2026-01-27
0.356619,2025-09-20
0.000412,2025-09-29
0.059549,2025-11-13
0.339433,2025-09-29
0.420357,2025-09-02
0.371868,2025-10-11
0.347565,2025-09-26
0.151538,2025-09-09
0.363885,2025-11-11
0.432736,2025-09-04
0.058300,2025-09-12
0.252624,2026-01-30
0.026407,2025-11-10
0.248612,2026-01-01
0.236424,2025-09-22
0.104262,2025-08-24
0.221049,2025-09-06
0.345327,2025-09-03
0.028960,2025-11-13
0.333313,2025-09-28
0.133787,2025-08-26
0.198071,2025-10-15
0.288699,2025-10-27
0.212732,2026-01-04
0.128507,2026-01-10
0.041934,2025-12-29
0.290132,2025-09-29
0.304690,2026-02-06
0.040807,2025-10-10
0.234756,2025-08-22
0.463426,2025-12-16
0.196310,2025-10-24
0.092282,2026-01-14
0.282073,2025-12-11
0.218191,2025-12-30
0.185133,2025-11-24
0.414729,2025-10-21
0.320900,2025-12-11
0.380605,2025-09-22
0.259604,2025-10-06
0.099139,2025-09-02
0.484990,2025-09-24
0.063075,2025-10-02
0.287575,2026-02-07
0.312030,2025-11-14
0.420211,2025-11-18
0.370718,2025-09-12
0.281067,2025-10-08
0.078437,2025-09-11
0.476034,2025-09-15
0.185092,2025-10-30
0.136005,2025-10-14
0.330097,2025-12-29
0.027298,2025-10-25
0.061588,2025-08-30
0.114046,2025-12-04
0.239201,2025-09-01
0.109860,2026-01-12
0.375155,2025-10-03
0.192340,2025-11-10
0.120178,2026-01-07
0.427200,2026-01-12
0.196429,2025-11-07
0.116511,2025-08-27
0.239570,2025-08-22
0.032354,2025-10-31
0.254194,2025-08-25
0.076933,2025-08-21
0.188432,2026-01-07
0.042227,2025-12-18
0.247351,2025-10-01
0.374222,2025-12-22
0.011477,2026-02-08
0.464075,2025-12-30
0.289377,2025-09-03
0.029357,2025-08-29
0.263850,2026-01-05
0.364279,2025-09-21
0.482749,2026-02-06
0.279268,2026-01-12
0.081817,2025-08-29
0.497385,2025-12-26
0.311376,2025-09-07
0.071953,2025-10-23
0.165928,2025-09-11
0.316594,2026-01-23
0.323988,2025-10-11
0.170005,2026-01-08
0.482548,2025-11-02
0.083427,2026-01-06
0.218791,2025-11-13
0.109648,2025-08-29
0.412965,2025-10-15
0.403942,2025-11-29
0.388924,2026-01-28
0.166820,2025-10-06
0.293212,2026-02-09
0.081724,2026-02-01
0.266208,2025-09-05
0.296135,2026-02-05
0.447123,2026-02-10
0.440196,2026-01-17
0.157256,2026-02-05
0.316236,2025-12-30
0.437426,2025-08-26
0.049946,2025-09-02
0.492395,2025-09-09
0.314210,2026-02-12
0.237756,2025-09-02
0.379198,2025-10-17
0.029257,2025-12-07
0.401162,2026-01-14
0.478110,2025-09-29
0.344234,2026-01-04
0.253187,2025-11-21
0.351129,2025-12-10
0.251053,2025-09-05
0.047943,2025-09-16
0.480455,2025-09-11
0.208868,2025-09-29
0.016661,2026-01-16
0.165357,2025-09-21
0.439866,2025-09-02
0.080376,2025-10-08
0.428378,2025-12-16
0.494978,2025-12-24
0.273471,2026-01-16
0.464772,2025-10-20
0.484504,2025-08-19
0.496298,2025-10-25
0.145587,2025-08-20
0.483687,2025-12-03
0.044124,2025-11-03
0.183577,2025-10-13
0.023960,2025-08-23
0.303089,2025-10-18
0.148812,2025-10-13
0.482611,2025-09-12
0.282687,2025-09-27
0.152884,2025-09-08
0.251593,2025-11-07
0.367902,2025-11-28
0.422240,2025-12-08
0.038717,2026-02-06
0.085842,2026-02-04
0.306732,2025-10-10
0.133137,2025-11-27
0.491799,2025-11-18
0.237260,2025-09-02
0.471312,2025-11-13
0.178996,2025-12-05
0.419191,2025-11-26
0.149009,2025-11-10
0.021905,2025-10-06
0.077736,2025-10-17
0.255618,2026-02-06
0.195369,2026-01-05
0.347236,2026-01-09
0.380907,2026-01-24
0.339585,2026-01-13
0.287673,2025-10-08
0.297038,2026-01-09
0.157093,2026-01-13
0.385168,2025-09-10
0.270652,2026-01-22
0.018589,2026-01-05
0.165936,2025-11-11
0.034027,2026-02-01
0.351312,2025-11-13
0.018036,2026-01-01
0.287012,2025-08-24
0.300980,2025-11-05
0.224320,2025-09-12
0.160899,2025-11-24
0.194567,2025-12-06
0.226790,2026-01-16
0.126376,2025-10-23
0.279987,2025-08-27
0.206065,2025-10-07
0.046925,2025-09-11
0.323953,2026-02-09
0.223751,2025-09-10
0.227578,2025-09-28
0.481069,2025-09-09
0.454697,2025-12-24
0.263057,2025-09-12
0.481679,2026-02-09
0.194162,2025-12-13
0.129344,2025-11-19
0.179969,2025-12-12
0.316185,2026-01-11
0.286983,2025-09-22
0.067030,2026-01-13
0.092025,2025-09-28
0.406421,2025-11-22
0.177359,2026-01-09
0.333107,2025-09-28
0.285697,2025-09-01
0.187772,2025-12-08
0.299172,2025-08-26
0.180552,2025-09-15
0.351367,2025-10-02
0.403875,2025-09-26
0.397969,2026-01-24
0.220883,2026-01-13
0.309831,2025-08-31
0.419145,2025-12-14
0.018441,2025-11-06
0.071657,2025-11-23
0.322719,2025-10-18
0.040489,2025-10-25
0.342508,2025-12-04
0.177248,2025-09-17
0.113280,2026-01-23
0.192640,2025-10-12
0.020839,2025-08-19
0.027943,2025-08-31
0.176850,2025-11-27
0.107288,2026-02-03
0.050605,2025-09-26
0.301812,2026-01-21
0.085158,2025-09-08
0.464612,2025-09-05
0.496808,2026-02-07
0.356016,2025-11-01
0.126902,2025-10-14
0.302117,2025-09-23
0.170492,2025-10-10
0.375696,2026-02-01
0.429094,2025-10-21
0.306204,2025-09-06
0.336064,2025-09-15
0.098985,2025-11-29
0.389455,2025-08-29
0.087899,2025-11-05
0.050453,2025-08-19
0.315977,2026-01-21
0.455619,2025-11-29
0.134188,2025-10-28
0.066246,2025-09-22
0.225786,2025-08-30
0.321775,2025-10-02
0.355404,2025-12-07
0.114634,2025-12-01
0.374296,2025-09-30
0.267591,2025-10-11
0.035185,2025-12-12
0.450100,2026-01-31
0.059218,2025-12-16
0.487720,2025-08-24
0.298730,2026-02-12
0.296612,2025-09-24
0.448572,2025-11-24
0.275274,2025-12-30
0.067594,2025-12-29
0.096189,2025-10-13
0.464522,2025-10-07
0.466564,2025-10-26
0.296779,2025-10-06
0.267049,2025-12-09
0.247581,2025-08-22
0.249832,2025-11-15
0.404436,2025-08-17
0.204384,2025-10-12
0.203194,2025-09-03
0.458012,2025-12-01
0.235993,2025-08-26
0.056826,2025-10-04
0.149944,2026-01-28
0.283923,2025-11-22
0.385864,2026-01-15
0.343685,2025-08-30
0.291541,2026-01-03
0.146665,2025-09-02
0.167749,2025-09-07
0.473981,2025-12-18
0.103276,2025-12-23
0.190657,2025-09-18
0.270832,2025-12-28
0.362454,2026-01-14
0.138021,2025-11-11
0.217359,2026-01-25
0.158105,2026-01-29
0.355703,2025-10-15
0.192368,2025-10-27
0.385331,2025-09-15
0.221790,2025-09-24
0.455361,2026-01-19
0.233067,2025-12-19
0.303928,2025-10-29
0.184388,2025-10-03
0.323782,2025-11-23
0.429134,2025-10-03
0.033888,2026-01-07
0.093357,2025-10-14
0.120385,2025-08-17
0.342348,2025-09-16
0.258771,2025-09-23
0.192557,2025-12-23
0.200192,2025-11-02
0.393211,2025-10-13
0.476734,2025-09-08
0.497511,2025-11-03
0.164061,2025-10-03
0.419503,2025-12-08
0.490639,2025-08-26
0.227949,2025-10-11
0.064529,2025-09-27
0.428597,2025-09-28
0.284357,2025-08-23
0.019467,2025-12-20
0.011571,2026-02-01
0.272670,2025-12-31
0.162481,2025-12-08
0.445698,2026-01-19
0.055191,2025-08-20
0.046262,2025-11-27
0.348876,2025-12-17
0.438646,2025-10-04
0.018970,2025-11-19
0.184183,2026-01-24
0.069332,2025-11-02
0.137983,2025-12-20
0.194626,2025-12-07
0.041667,2025-12-07
0.449421,2025-12-10
0.173025,2025-11-04
0.207204,2025-11-21
0.269051,2025-11-08
0.172564,2025-12-26
0.065050,2026-01-08
0.410994,2025-09-01
0.016173,2025-12-03
0.459240,2025-10-25
0.047678,2025-12-10
0.208485,2025-11-06
0.035973,2025-09-27
0.253868,2025-10-09
0.237398,2026-01-02
0.461924,2025-11-05
0.077489,2026-01-17
0.306901,2025-08-31
0.126577,2025-12-24
0.053476,2025-11-25
0.053720,2025-11-11
0.340630,2025-12-27
0.016083,2025-12-15
0.073633,2026-01-05
0.221071,2025-08-25
0.062944,2025-09-05
0.132509,2025-10-12
0.187032,2025-12-21
0.431036,2025-08-26
0.147045,2025-12-22
0.262729,2025-11-22
0.275615,2025-11-05
0.410534,2025-10-09
0.348270,2025-11-27
0.015957,2025-11-17
0.028061,2025-10-02
0.012248,2025-09-20
0.499282,2025-10-17
0.257536,2025-09-01
0.295805,2025-10-04
0.153419,2025-09-22
0.449799,2026-01-08
0.192916,2025-10-06
0.370794,2025-11-07
0.192554,2025-09-07
0.454501,2026-01-31
0.014747,2025-09-13
0.434967,2025-09-03
0.185599,2025-10-15
0.166662,2026-01-30
0.481787,2025-11-16
0.480228,2025-12-07
0.442706,2025-09-24
0.152295,2025-11-03
0.494447,2025-09-27
0.460147,2026-02-12
0.496405,2025-09-13
0.138321,2025-09-29
0.024586,2025-10-18
0.371515,2025-11-06
0.278270,2025-11-18
0.325385,2025-11-06
0.022273,2025-08-27
0.395196,2025-08-19
0.308876,2025-12-15
0.304610,2025-09-06
0.360174,2026-01-14
0.052152,2025-11-10
0.049714,2025-11-24
0.411888,2025-12-17
0.199920,2026-01-12
0.222884,2025-10-27
0.372214,2026-02-11
0.057450,2026-01-11
0.091856,2026-01-09
0.153216,2025-10-11
0.263243,2025-09-30
0.023931,2025-10-25
0.286106,2025-12-20
0.382633,2025-12-11
0.245941,2026-01-30
0.499069,2026-02-04
0.218567,2025-12-19
0.211355,2025-10-27
0.220554,2025-09-14
0.189733,2025-11-06
0.390809,2025-08-26
0.301380,2026-02-11
0.065556,2026-01-06
0.244551,2025-10-21
0.346160,2025-10-05
0.436431,2025-10-29
0.264166,2025-12-31
0.165008,2025-12-03
0.331909,2025-09-20
0.477269,2025-10-23
0.248759,2025-08-21
0.444931,2025-12-27
0.216425,2026-01-27
0.162545,2026-01-06
0.370461,2026-01-31
0.376799,2025-09-04
0.430386,2025-10-15
0.103848,2025-12-18
0.477706,2025-09-29
0.299197,2025-12-20
0.393550,2025-08-29
0.377649,2025-11-28
0.464767,2025-11-23
0.351455,2026-01-04
0.251799,2025-11-20
0.029611,2025-08-18
0.073872,2025-11-11
0.167563,2026-01-07
0.227158,2025-12-25
0.443863,2025-12-14
0.189178,2025-11-02
0.004894,2025-11-27
0.073144,2025-12-07
0.330440,2026-01-29
0.171935,2025-12-22
0.078266,2025-09-30
0.243650,2025-11-08
0.189947,2025-08-17
0.412389,2025-08-20
0.242155,2025-10-19
0.105085,2025-12-09
0.362131,2026-01-03
0.076763,2025-12-15
0.019124,2025-12-09
0.063259,2025-12-15
0.038014,2025-12-23
0.299093,2025-08-29
0.265831,2025-09-15
0.085503,2026-01-08
0.015959,2025-10-19
0.048242,2025-08-18
0.280410,2025-11-23
0.134521,2025-11-04
0.078364,2025-09-04
0.046866,2025-09-20
0.026211,2025-09-12
0.148220,2025-12-30
0.044328,2025-12-23
0.246192,2025-10-19
0.225824,2026-01-10
0.117552,2025-12-03
0.419622,2025-12-22
0.180367,2025-09-28
0.350959,2025-08-20
0.286851,2025-12-23
0.417310,2025-08-29
0.211609,2025-11-14
0.036186,2026-01-29
0.057022,2025-10-07
0.320838,2025-12-12
0.456702,2025-10-23
0.166593,2025-10-15
0.011305,2025-09-13
0.290057,2025-11-12
0.062445,2025-10-01
0.421449,2025-12-22
0.457891,2025-12-09
0.102616,2025-11-28
0.018696,2025-12-07
0.038715,2025-12-19
0.210211,2026-02-10
0.037518,2025-08-22
0.297840,2025-12-13
0.015027,2025-10-11
0.164275,2025-09-28
0.251886,2025-10-07
0.191533,2025-08-31
0.405263,2025-10-20
0.193764,2025-12-18
0.173932,2025-10-13
0.047064,2025-08-22
0.238996,2025-12-10
0.299224,2025-11-19
0.428928,2025-09-18
0.258218,2025-08-28
0.430729,2026-01-19
0.414370,2025-08-23
0.327134,2025-10-01
0.317062,2025-10-21
0.262634,2026-02-03
0.278088,2025-09-27
0.397486,2025-10-27
0.028991,2025-08-24
0.474910,2025-08-29
0.489483,2026-01-10
0.282179,2026-01-21
0.292614,2025-11-15
0.426487,2025-11-02
0.178181,2025-10-05
0.122807,2025-09-03
0.413924,2026-01-09
0.098248,2025-09-20
0.419251,2025-09-08
0.102030,2025-08-23
0.018762,2026-01-29
0.442854,2025-10-13
0.236397,2025-09-28
0.206511,2026-01-08
0.296619,2025-12-14
0.479256,2025-09-18
0.344271,2025-12-22
0.454789,2026-01-20
0.241719,2025-10-15
0.456065,2025-08-27
0.010241,2025-09-24
0.213360,2025-10-31
0.336673,2025-08-21
0.162617,2025-12-27
0.116596,2026-01-17
0.076717,2025-12-05
0.411461,2026-01-29
0.241559,2025-12-07
0.346222,2025-11-03
0.316108,2025-12-25
0.402703,2025-10-15
0.366375,2025-08-25
0.140010,2026-01-12
0.478545,2025-09-01
0.414340,2025-10-08
0.231241,2026-01-13
0.336195,2026-01-20
0.213080,2025-12-24
0.239716,2026-01-09
0.269893,2026-01-22
0.383317,2025-10-14
0.130156,2026-01-17
0.494908,2025-12-25
0.403876,2026-01-01
0.031814,2025-12-21
0.203576,2025-09-25
0.330787,2025-11-06
0.464285,2025-11-24
0.206889,2025-11-25
0.345590,2025-11-20
0.423151,2025-11-19
0.294187,2025-11-11
0.158563,2025-10-06
0.343396,2025-12-28
0.010089,2025-11-14
0.203378,2026-01-30
0.085927,2025-11-17
0.389855,2026-01-09
0.102503,2025-10-30
0.251191,2025-09-10
0.307074,2025-11-28
0.396392,2025-08-30
0.039318,2025-10-10
0.407174,2026-01-26
0.292141,2026-01-03
0.230486,2025-08-29
0.235757,2025-12-02
0.323879,2025-10-31
0.418297,2025-11-05
0.032697,2025-12-22
0.445634,2025-10-04
0.432386,2025-12-06
0.482377,2026-01-16
0.153294,2025-11-22
0.338779,2025-11-15
0.290395,2025-10-03
0.115221,2025-10-11
0.184031,2025-09-07
0.097292,2025-10-04
0.323568,2025-10-29
0.156925,2026-01-25
0.473826,2025-10-07
0.154190,2025-11-03
0.135865,2026-01-06
0.206861,2025-10-24
0.254243,2025-10-23
0.355971,2025-08-28
0.416333,2025-12-24
0.325418,2025-11-24
0.412747,2025-09-15
0.435574,2026-01-18
0.129999,2025-09-22
0.335482,2025-12-20
0.152595,2026-01-25
0.152330,2025-12-20
0.216569,2025-09-28
0.097064,2025-12-30
0.080637,2025-11-12
0.093834,2026-01-04
0.147984,2025-11-30
0.214907,2026-01-17
0.201339,2026-01-18
0.236727,2025-08-23
0.443909,2025-09-03
0.427272,2026-01-22
0.229452,2025-10-30
0.453233,2025-12-18
0.398862,2025-12-31
0.102290,2026-01-12
0.095382,2025-09-07
0.375737,2025-09-09
0.242056,2025-08-27
0.053712,2025-08-24
0.248840,2026-02-10
0.371781,2025-12-17
0.289248,2026-02-06
0.426107,2026-01-02
0.295061,2025-10-12
0.108936,2025-09-13
0.381368,2026-01-11
0.150588,2025-09-20
0.415669,2025-12-09
0.135620,2025-12-06
0.012861,2025-11-09
0.226437,2025-09-29
0.208795,2025-10-13
0.472275,2025-10-06
0.362594,2025-11-05
0.432009,2026-01-26
0.005871,2026-02-02
0.446190,2025-11-22
0.313245,2025-12-10
0.454958,2025-09-24
0.123093,2025-08-24
0.311133,2026-01-19
0.101506,2025-12-25
0.199202,2026-01-23
0.029339,2025-12-16
0.192387,2026-01-07
0.432494,2025-10-15
0.159606,2025-12-06
0.172601,2025-12-08
0.166078,2026-01-23
0.163471,2025-12-05
0.206673,2026-01-07
0.366220,2026-02-06
0.040012,2025-08-24
0.191181,2025-10-11
0.392047,2025-10-25
0.490730,2026-02-08
0.449265,2025-08-17
0.157180,2025-09-02
0.027875,2025-11-20
0.024136,2025-10-31
0.368897,2026-01-14
0.027369,2025-10-04
0.015336,2025-12-05
0.071791,2025-10-11
0.388870,2025-10-12
0.194227,2025-10-22
0.071268,2025-09-09
0.342866,2025-09-25
0.453783,2025-10-30
0.180806,2025-09-19
